,Unnamed: 0,Date,Stage,Team,Home Goals,Team Against,Against Goals,Result,Win Conditions,Host Team
4967,9934,1958-09-28,Friendly,Netherlands,3,Belgium,2,Win,normal ending,True
4976,9953,1958-10-15,Friendly,Netherlands,5,Denmark,1,Win,normal ending,True
4977,9954,1958-10-15,Friendly,Denmark,1,Netherlands,5,Loss,normal ending,True
4988,9977,1958-10-26,Friendly,France,2,Germany,2,Draw,normal ending,True
4989,9978,1958-10-26,Friendly,Germany,2,France,2,Draw,normal ending,True
4992,9985,1958-11-02,Friendly,Netherlands,2,Switzerland,0,Win,normal ending,True
4993,9986,1958-11-02,Friendly,Switzerland,0,Netherlands,2,Loss,normal ending,True
5002,10005,1958-11-26,British Championship,England,2,Wales,2,Draw,normal ending,True
5003,10006,1958-11-26,British Championship,Wales,2,England,2,Draw,normal ending,True
5022,10045,1959-03-01,Friendly,France,2,Belgium,2,Draw,normal ending,True
5023,10046,1959-03-01,Friendly,Belgium,2,France,2,Draw,normal ending,True
5024,10049,1959-03-01,Friendly,Mexico,3,Costa Rica,1,Win,normal ending,True
5025,10050,1959-03-01,Friendly,Costa Rica,1,Mexico,3,Loss,normal ending,True
5030,10061,1959-03-08,Friendly,Costa Rica,1,Mexico,2,Loss,normal ending,True
5031,10062,1959-03-08,Friendly,Mexico,2,Costa Rica,1,Win,normal ending,True
5050,10101,1959-03-26,Copa America,Brazil,3,Uruguay,1,Win,normal ending,False
5051,10102,1959-03-26,Copa America,Uruguay,1,Brazil,3,Loss,normal ending,False
5054,10109,1959-03-30,Copa America,Argentina,4,Uruguay,1,Win,normal ending,True
5055,10110,1959-03-30,Copa America,Uruguay,1,Argentina,4,Loss,normal ending,True
5058,10117,1959-04-04,Copa America,Argentina,1,Brazil,1,Draw,normal ending,True
5059,10118,1959-04-04,Copa America,Brazil,1,Argentina,1,Draw,normal ending,True
5062,10125,1959-04-19,Friendly,Netherlands,2,Belgium,2,Draw,normal ending,True
5063,10126,1959-04-19,Friendly,Belgium,2,Netherlands,2,Draw,normal ending,True
5076,10153,1959-05-13,Friendly,Brazil,2,England,0,Win,normal ending,True
5077,10154,1959-05-13,Friendly,England,0,Brazil,2,Loss,normal ending,True
5080,10161,1959-05-16,Friendly,Switzerland,4,Portugal,3,Win,normal ending,True
5081,10162,1959-05-16,Friendly,Portugal,3,Switzerland,4,Loss,normal ending,True
5084,10169,1959-05-20,Friendly,Germany,1,Poland,1,Draw,normal ending,True
5085,10170,1959-05-20,Friendly,Poland,1,Germany,1,Draw,normal ending,True
5090,10181,1959-05-24,Friendly,Mexico,2,England,1,Win,normal ending,True
5091,10182,1959-05-24,Friendly,England,1,Mexico,2,Loss,normal ending,True
5094,10189,1959-05-28,Friendly,United States,1,England,8,Loss,normal ending,True
5095,10190,1959-05-28,Friendly,England,8,United States,1,Win,normal ending,True
5106,10213,1959-06-28,UEFA Euro qualification,Poland,2,Spain,4,Loss,normal ending,True
5107,10214,1959-06-28,UEFA Euro qualification,Spain,4,Poland,2,Win,normal ending,True
5118,10237,1959-09-05,Merdeka Tournament,Japan,0,South Korea,0,Draw,normal ending,False
5119,10238,1959-09-05,Merdeka Tournament,South Korea,0,Japan,0,Draw,normal ending,False
5120,10241,1959-09-06,Merdeka Tournament,Japan,1,South Korea,3,Loss,normal ending,False
5121,10242,1959-09-06,Merdeka Tournament,South Korea,3,Japan,1,Win,normal ending,False
5138,10277,1959-10-04,Friendly,Netherlands,9,Belgium,1,Win,normal ending,True
5139,10278,1959-10-04,Friendly,Belgium,1,Netherlands,9,Loss,normal ending,True
5140,10281,1959-10-04,Friendly,Switzerland,0,Germany,4,Loss,normal ending,True
5141,10282,1959-10-04,Friendly,Germany,4,Switzerland,0,Win,normal ending,True
5144,10289,1959-10-14,UEFA Euro qualification,Spain,3,Poland,0,Win,normal ending,True
5145,10290,1959-10-14,UEFA Euro qualification,Poland,0,Spain,3,Loss,normal ending,True
5146,10293,1959-10-17,British Championship,Wales,1,England,1,Draw,normal ending,True
5147,10294,1959-10-17,British Championship,England,1,Wales,1,Draw,normal ending,True
5150,10301,1959-10-21,Friendly,Germany,7,Netherlands,0,Win,normal ending,True
5151,10302,1959-10-21,Friendly,Netherlands,0,Germany,7,Loss,normal ending,True
5160,10321,1959-11-11,Friendly,France,5,Portugal,3,Win,normal ending,True
5161,10322,1959-11-11,Friendly,Portugal,3,France,5,Loss,normal ending,True
5180,10361,1959-12-06,Copa America,Ecuador,0,Uruguay,4,Loss,normal ending,True
5181,10362,1959-12-06,Copa America,Uruguay,4,Ecuador,0,Win,normal ending,True
5184,10369,1959-12-12,Copa America,Brazil,0,Uruguay,3,Loss,normal ending,False
5185,10370,1959-12-12,Copa America,Uruguay,3,Brazil,0,Win,normal ending,False
5186,10373,1959-12-12,Copa America,Ecuador,1,Argentina,1,Draw,normal ending,True
5187,10374,1959-12-12,Copa America,Argentina,1,Ecuador,1,Draw,normal ending,True
5194,10389,1959-12-16,Copa America,Argentina,0,Uruguay,5,Loss,normal ending,False
5195,10390,1959-12-16,Copa America,Uruguay,5,Argentina,0,Win,normal ending,False
5196,10393,1959-12-17,Friendly,France,4,Spain,3,Win,normal ending,True
5197,10394,1959-12-17,Friendly,Spain,3,France,4,Loss,normal ending,True
5198,10397,1959-12-19,Copa America,Ecuador,1,Brazil,3,Loss,normal ending,True
5199,10398,1959-12-19,Copa America,Brazil,3,Ecuador,1,Win,normal ending,True
5202,10405,1959-12-22,Copa America,Argentina,4,Brazil,1,Win,normal ending,False
5203,10406,1959-12-22,Copa America,Brazil,1,Argentina,4,Loss,normal ending,False
5208,10417,1959-12-27,Friendly,Ecuador,1,Brazil,2,Loss,normal ending,True
5209,10418,1959-12-27,Friendly,Brazil,2,Ecuador,1,Win,normal ending,True
5220,10441,1960-02-28,Friendly,Belgium,1,France,0,Win,normal ending,True
5221,10442,1960-02-28,Friendly,France,0,Belgium,1,Loss,normal ending,True
5224,10449,1960-03-06,Pan American Championship,Brazil,2,Mexico,2,Draw,normal ending,False
5225,10450,1960-03-06,Pan American Championship,Mexico,2,Brazil,2,Draw,normal ending,False
5226,10453,1960-03-08,Pan American Championship,Costa Rica,0,Argentina,0,Draw,normal ending,True
5227,10454,1960-03-08,Pan American Championship,Argentina,0,Costa Rica,0,Draw,normal ending,True
5228,10457,1960-03-10,Pan American Championship,Argentina,3,Mexico,2,Win,normal ending,False
5229,10458,1960-03-10,Pan American Championship,Mexico,2,Argentina,3,Loss,normal ending,False
5230,10461,1960-03-10,Pan American Championship,Costa Rica,3,Brazil,0,Win,normal ending,True
5231,10462,1960-03-10,Pan American Championship,Brazil,0,Costa Rica,3,Loss,normal ending,True
5232,10465,1960-03-13,Pan American Championship,Argentina,2,Brazil,1,Win,normal ending,False
5233,10466,1960-03-13,Pan American Championship,Brazil,1,Argentina,2,Loss,normal ending,False
5236,10473,1960-03-15,Pan American Championship,Brazil,2,Mexico,1,Win,normal ending,False
5237,10474,1960-03-15,Pan American Championship,Mexico,1,Brazil,2,Loss,normal ending,False
5238,10477,1960-03-15,Pan American Championship,Costa Rica,0,Argentina,2,Loss,normal ending,True
5239,10478,1960-03-15,Pan American Championship,Argentina,2,Costa Rica,0,Win,normal ending,True
5242,10485,1960-03-17,Pan American Championship,Argentina,2,Mexico,0,Win,normal ending,False
5243,10486,1960-03-17,Pan American Championship,Mexico,0,Argentina,2,Loss,normal ending,False
5244,10489,1960-03-17,Pan American Championship,Costa Rica,0,Brazil,4,Loss,normal ending,True
5245,10490,1960-03-17,Pan American Championship,Brazil,4,Costa Rica,0,Win,normal ending,True
5246,10493,1960-03-20,Pan American Championship,Argentina,0,Brazil,1,Loss,normal ending,False
5247,10494,1960-03-20,Pan American Championship,Brazil,1,Argentina,0,Win,normal ending,False
5252,10505,1960-03-27,Friendly,Belgium,3,Switzerland,1,Win,normal ending,True
5253,10506,1960-03-27,Friendly,Switzerland,1,Belgium,3,Loss,normal ending,True
5270,10541,1960-04-24,Friendly,Belgium,2,Netherlands,1,Win,normal ending,True
5271,10542,1960-04-24,Friendly,Netherlands,1,Belgium,2,Loss,normal ending,True
5274,10549,1960-04-27,Friendly,Germany,2,Portugal,1,Win,normal ending,True
5275,10550,1960-04-27,Friendly,Portugal,1,Germany,2,Loss,normal ending,True
5288,10577,1960-05-10,Friendly,Denmark,3,Brazil,4,Loss,normal ending,True
5289,10578,1960-05-10,Friendly,Brazil,4,Denmark,3,Win,normal ending,True
5294,10589,1960-05-15,Friendly,Spain,3,England,0,Win,normal ending,True
5295,10590,1960-05-15,Friendly,England,0,Spain,3,Loss,normal ending,True
5296,10593,1960-05-18,Friendly,Switzerland,3,Netherlands,1,Win,normal ending,True
5297,10594,1960-05-18,Friendly,Netherlands,1,Switzerland,3,Loss,normal ending,True
5306,10613,1960-05-26,Copa Roca,Argentina,4,Brazil,2,Win,normal ending,True
5307,10614,1960-05-26,Copa Roca,Brazil,2,Argentina,4,Loss,normal ending,True
5310,10621,1960-05-29,Copa Roca,Argentina,1,Brazil,4,Loss,normal ending,True
5311,10622,1960-05-29,Copa Roca,Brazil,4,Argentina,1,Win,normal ending,True
5318,10637,1960-06-26,Friendly,Mexico,3,Netherlands,1,Win,normal ending,True
5319,10638,1960-06-26,Friendly,Netherlands,1,Mexico,3,Loss,normal ending,True
5340,10681,1960-07-09,Atlantic Cup,Uruguay,1,Brazil,0,Win,normal ending,True
5341,10682,1960-07-09,Atlantic Cup,Brazil,0,Uruguay,1,Loss,normal ending,True
5344,10689,1960-07-12,Atlantic Cup,Brazil,5,Argentina,1,Win,normal ending,True
5345,10690,1960-07-12,Atlantic Cup,Argentina,1,Brazil,5,Loss,normal ending,True
5352,10705,1960-07-24,Friendly,Argentina,2,Spain,0,Win,normal ending,True
5353,10706,1960-07-24,Friendly,Spain,0,Argentina,2,Loss,normal ending,True
5374,10749,1960-08-17,Atlantic Cup,Argentina,4,Uruguay,0,Win,normal ending,True
5375,10750,1960-08-17,Atlantic Cup,Uruguay,0,Argentina,4,Loss,normal ending,True
5394,10789,1960-09-28,Friendly,Poland,2,France,2,Draw,normal ending,True
5395,10790,1960-09-28,Friendly,France,2,Poland,2,Draw,normal ending,True
5396,10793,1960-10-02,Friendly,Belgium,1,Netherlands,4,Loss,normal ending,True
5397,10794,1960-10-02,Friendly,Netherlands,4,Belgium,1,Win,normal ending,True
5404,10809,1960-10-12,Friendly,Switzerland,6,France,2,Win,normal ending,True
5405,10810,1960-10-12,Friendly,France,2,Switzerland,6,Loss,normal ending,True
5420,10841,1960-10-26,Friendly,England,4,Spain,2,Win,normal ending,True
5421,10842,1960-10-26,Friendly,Spain,2,England,4,Loss,normal ending,True
5432,10865,1960-10-30,FIFA World Cup qualification,Morocco,2,Tunisia,1,Win,normal ending,True
5433,10866,1960-10-30,FIFA World Cup qualification,Tunisia,1,Morocco,2,Loss,normal ending,True
5436,10873,1960-11-06,FIFA World Cup qualification,South Korea,2,Japan,1,Win,normal ending,True
5437,10874,1960-11-06,FIFA World Cup qualification,Japan,1,South Korea,2,Loss,normal ending,True
5438,10877,1960-11-06,FIFA World Cup qualification,United States,3,Mexico,3,Draw,normal ending,True
5439,10878,1960-11-06,FIFA World Cup qualification,Mexico,3,United States,3,Draw,normal ending,True
5442,10885,1960-11-13,FIFA World Cup qualification,Mexico,3,United States,0,Win,normal ending,True
5443,10886,1960-11-13,FIFA World Cup qualification,United States,0,Mexico,3,Loss,normal ending,True
5444,10889,1960-11-13,FIFA World Cup qualification,Tunisia,2,Morocco,1,Win,normal ending,True
5445,10890,1960-11-13,FIFA World Cup qualification,Morocco,1,Tunisia,2,Loss,normal ending,True
5446,10893,1960-11-20,FIFA World Cup qualification,Belgium,2,Switzerland,4,Loss,normal ending,True
5447,10894,1960-11-20,FIFA World Cup qualification,Switzerland,4,Belgium,2,Win,normal ending,True
5452,10905,1960-11-23,British Championship,England,5,Wales,1,Win,normal ending,True
5453,10906,1960-11-23,British Championship,Wales,1,England,5,Loss,normal ending,True
5454,10909,1960-12-04,FIFA World Cup qualification,Ecuador,3,Argentina,6,Loss,normal ending,True
5455,10910,1960-12-04,FIFA World Cup qualification,Argentina,6,Ecuador,3,Win,normal ending,True
5464,10929,1960-12-17,FIFA World Cup qualification,Argentina,5,Ecuador,0,Win,normal ending,True
5465,10930,1960-12-17,FIFA World Cup qualification,Ecuador,0,Argentina,5,Loss,normal ending,True
5472,10945,1961-02-22,FIFA World Cup qualification,Morocco,1,Tunisia,1,Draw,normal ending,False
5473,10946,1961-02-22,FIFA World Cup qualification,Tunisia,1,Morocco,1,Draw,normal ending,False
5478,10957,1961-03-08,Friendly,Germany,1,Belgium,0,Win,normal ending,True
5479,10958,1961-03-08,Friendly,Belgium,0,Germany,1,Loss,normal ending,True
5480,10961,1961-03-15,Friendly,France,1,Belgium,1,Draw,normal ending,True
5481,10962,1961-03-15,Friendly,Belgium,1,France,1,Draw,normal ending,True
5484,10969,1961-03-22,FIFA World Cup qualification,Costa Rica,1,Mexico,0,Win,normal ending,True
5485,10970,1961-03-22,FIFA World Cup qualification,Mexico,0,Costa Rica,1,Loss,normal ending,True
5486,10973,1961-03-22,Friendly,Netherlands,6,Belgium,2,Win,normal ending,True
5487,10974,1961-03-22,Friendly,Belgium,2,Netherlands,6,Loss,normal ending,True
5492,10985,1961-04-02,FIFA World Cup qualification,Ghana,0,Morocco,0,Draw,normal ending,True
5493,10986,1961-04-02,FIFA World Cup qualification,Morocco,0,Ghana,0,Draw,normal ending,True
5494,10989,1961-04-02,Friendly,Spain,2,France,0,Win,normal ending,True
5495,10990,1961-04-02,Friendly,France,0,Spain,2,Loss,normal ending,True
5500,11001,1961-04-12,FIFA World Cup qualification,Mexico,4,Costa Rica,1,Win,normal ending,True
5501,11002,1961-04-12,FIFA World Cup qualification,Costa Rica,1,Mexico,4,Loss,normal ending,True
5506,11013,1961-04-19,Friendly,Netherlands,1,Mexico,2,Loss,normal ending,True
5507,11014,1961-04-19,Friendly,Mexico,2,Netherlands,1,Win,normal ending,True
5508,11017,1961-04-19,FIFA World Cup qualification,Wales,1,Spain,2,Loss,normal ending,True
5509,11018,1961-04-19,FIFA World Cup qualification,Spain,2,Wales,1,Win,normal ending,True
5524,11049,1961-05-10,Friendly,England,8,Mexico,0,Win,normal ending,True
5525,11050,1961-05-10,Friendly,Mexico,0,England,8,Loss,normal ending,True
5536,11073,1961-05-18,FIFA World Cup qualification,Spain,1,Wales,1,Draw,normal ending,True
5537,11074,1961-05-18,FIFA World Cup qualification,Wales,1,Spain,1,Draw,normal ending,True
5538,11077,1961-05-20,FIFA World Cup qualification,Switzerland,2,Belgium,1,Win,normal ending,True
5539,11078,1961-05-20,FIFA World Cup qualification,Belgium,1,Switzerland,2,Loss,normal ending,True
5544,11089,1961-05-21,FIFA World Cup qualification,Portugal,1,England,1,Draw,normal ending,True
5545,11090,1961-05-21,FIFA World Cup qualification,England,1,Portugal,1,Draw,normal ending,True
5556,11113,1961-05-28,FIFA World Cup qualification,Morocco,1,Ghana,0,Win,normal ending,True
5557,11114,1961-05-28,FIFA World Cup qualification,Ghana,0,Morocco,1,Loss,normal ending,True
5562,11125,1961-06-04,Friendly,Portugal,0,Argentina,2,Loss,normal ending,True
5563,11126,1961-06-04,Friendly,Argentina,2,Portugal,0,Win,normal ending,True
5566,11133,1961-06-11,FIFA World Cup qualification,Japan,0,South Korea,2,Loss,normal ending,True
5567,11134,1961-06-11,FIFA World Cup qualification,South Korea,2,Japan,0,Win,normal ending,True
5568,11137,1961-06-11,Friendly,Spain,2,Argentina,0,Win,normal ending,True
5569,11138,1961-06-11,Friendly,Argentina,0,Spain,2,Loss,normal ending,True
5600,11201,1961-09-20,Friendly,Germany,5,Denmark,1,Win,normal ending,True
5601,11202,1961-09-20,Friendly,Denmark,1,Germany,5,Loss,normal ending,True
5610,11221,1961-10-08,Friendly,Poland,0,Germany,2,Loss,normal ending,True
5611,11222,1961-10-08,Friendly,Germany,2,Poland,0,Win,normal ending,True
5618,11237,1961-10-14,British Championship,Wales,1,England,1,Draw,normal ending,True
5619,11238,1961-10-14,British Championship,England,1,Wales,1,Draw,normal ending,True
5622,11245,1961-10-18,Friendly,Belgium,3,France,0,Win,normal ending,True
5623,11246,1961-10-18,Friendly,France,0,Belgium,3,Loss,normal ending,True
5634,11269,1961-10-25,FIFA World Cup qualification,England,2,Portugal,0,Win,normal ending,True
5635,11270,1961-10-25,FIFA World Cup qualification,Portugal,0,England,2,Loss,normal ending,True
5644,11289,1961-11-05,Friendly,Poland,5,Denmark,0,Win,normal ending,True
5645,11290,1961-11-05,Friendly,Denmark,0,Poland,5,Loss,normal ending,True
5650,11301,1961-11-12,FIFA World Cup qualification,Morocco,0,Spain,1,Loss,normal ending,True
5651,11302,1961-11-12,FIFA World Cup qualification,Spain,1,Morocco,0,Win,normal ending,True
5652,11305,1961-11-12,Friendly,Netherlands,0,Belgium,4,Loss,normal ending,True
5653,11306,1961-11-12,Friendly,Belgium,4,Netherlands,0,Win,normal ending,True
5660,11321,1961-11-23,FIFA World Cup qualification,Spain,3,Morocco,2,Win,normal ending,True
5661,11322,1961-11-23,FIFA World Cup qualification,Morocco,2,Spain,3,Loss,normal ending,True
5670,11341,1961-12-10,Friendly,France,1,Spain,1,Draw,normal ending,True
5671,11342,1961-12-10,Friendly,Spain,1,France,1,Draw,normal ending,True
5690,11381,1962-03-13,Friendly,Uruguay,1,Argentina,1,Draw,normal ending,True
5691,11382,1962-03-13,Friendly,Argentina,1,Uruguay,1,Draw,normal ending,True
5694,11389,1962-03-28,Friendly,Argentina,1,Mexico,0,Win,normal ending,True
5695,11390,1962-03-28,Friendly,Mexico,0,Argentina,1,Loss,normal ending,True
5696,11393,1962-04-01,Friendly,Belgium,3,Netherlands,1,Win,normal ending,True
5697,11394,1962-04-01,Friendly,Netherlands,1,Belgium,3,Loss,normal ending,True
5704,11409,1962-04-11,Friendly,France,1,Poland,3,Loss,normal ending,True
5705,11410,1962-04-11,Friendly,Poland,3,France,1,Win,normal ending,True
5706,11413,1962-04-11,Friendly,Germany,3,Uruguay,0,Win,normal ending,True
5707,11414,1962-04-11,Friendly,Uruguay,0,Germany,3,Loss,normal ending,True
5712,11425,1962-04-15,Friendly,Morocco,1,Poland,3,Loss,normal ending,True
5713,11426,1962-04-15,Friendly,Poland,3,Morocco,1,Win,normal ending,True
5730,11461,1962-05-06,Friendly,Brazil,2,Portugal,1,Win,normal ending,True
5731,11462,1962-05-06,Friendly,Portugal,1,Brazil,2,Loss,normal ending,True
5732,11465,1962-05-09,Friendly,Brazil,1,Portugal,0,Win,normal ending,True
5733,11466,1962-05-09,Friendly,Portugal,0,Brazil,1,Loss,normal ending,True
5734,11469,1962-05-09,Friendly,England,3,Switzerland,1,Win,normal ending,True
5735,11470,1962-05-09,Friendly,Switzerland,1,England,3,Loss,normal ending,True
5738,11477,1962-05-12,Friendly,Brazil,3,Wales,1,Win,normal ending,True
5739,11478,1962-05-12,Friendly,Wales,1,Brazil,3,Loss,normal ending,True
5742,11485,1962-05-16,Friendly,Brazil,3,Wales,1,Win,normal ending,True
5743,11486,1962-05-16,Friendly,Wales,1,Brazil,3,Loss,normal ending,True
5746,11493,1962-05-17,Friendly,Portugal,1,Belgium,2,Loss,normal ending,True
5747,11494,1962-05-17,Friendly,Belgium,2,Portugal,1,Win,normal ending,True
5750,11501,1962-05-22,Friendly,Mexico,2,Wales,1,Win,normal ending,True
5751,11502,1962-05-22,Friendly,Wales,1,Mexico,2,Loss,normal ending,True
5754,11509,1962-05-23,Friendly,Poland,2,Belgium,0,Win,normal ending,True
5755,11510,1962-05-23,Friendly,Belgium,0,Poland,2,Loss,normal ending,True
5762,11525,1962-08-15,Copa Lipton,Argentina,3,Uruguay,1,Win,normal ending,True
5763,11526,1962-08-15,Copa Lipton,Uruguay,1,Argentina,3,Loss,normal ending,True
5782,11565,1962-09-26,Friendly,Denmark,4,Netherlands,1,Win,normal ending,True
5783,11566,1962-09-26,Friendly,Netherlands,1,Denmark,4,Loss,normal ending,True
5792,11585,1962-10-03,UEFA Euro qualification,England,1,France,1,Draw,normal ending,True
5793,11586,1962-10-03,UEFA Euro qualification,France,1,England,1,Draw,normal ending,True
5798,11597,1962-10-11,Friendly,Poland,1,Morocco,1,Draw,normal ending,True
5799,11598,1962-10-11,Friendly,Morocco,1,Poland,1,Draw,normal ending,True
5804,11609,1962-10-14,Friendly,Belgium,2,Netherlands,0,Win,normal ending,True
5805,11610,1962-10-14,Friendly,Netherlands,0,Belgium,2,Loss,normal ending,True
